;temperatureEreignis;gasEreignis;humidityEreignis;barometerEreignis
1285;30,81;61845;34;999,12
1286;30,8;61799;34;999,12
1287;30,8;61438;34;999,08
1288;30,81;61981;34;999,09
1289;30,81;61754;34;999,09
1290;30,8;61663;34;999,08
1291;30,8;61936;34;999,12
1292;30,81;61890;34;999,09
1293;30,81;61303;34;999,09
1294;30,81;61845;34;999,09
1295;30,81;61890;34;999,12
1296;30,81;61663;34;999,09
1297;30,81;62395;34;999,09
1298;30,81;61890;34;999,09
1299;30,82;62027;34;999,12
1300;30,82;62027;34;999,12
1301;30,81;61845;34;999,09
1302;30,8;62073;34;999,09
1303;30,81;62073;34;999,12
1304;30,82;62027;34;999,09
1305;30,81;61708;34;999,12
1306;30,81;62395;34;999,12
1307;30,81;62027;34;999,13
1308;30,82;62257;34;999,13
1309;30,82;62073;34;999,13
1310;30,82;61890;34;999,13
1311;30,82;62119;34;999,13
1312;30,82;62211;34;999,16
1313;30,81;61754;34;999,16
1314;30,81;62303;34;999,17
1315;30,81;62119;34;999,17
1316;30,81;62211;34;999,17
1317;30,81;61799;34;999,17
1318;30,82;62211;34;999,17
1319;30,82;62303;34;999,17
1320;30,82;62349;34;999,2
1321;30,82;62956;34;999,2
1322;30,82;62535;34;999,2
1323;30,82;62211;34;999,2
1324;30,81;62257;34;999,2
1325;30,82;62165;34;999,2
1326;30,81;62303;34;999,2
1327;30,82;62349;34;999,2
1328;30,82;62349;34;999,17
1329;30,82;61890;34;999,17
1330;30,82;63146;34;999,17
1331;30,82;62721;34;999,17
1332;30,82;62488;34;999,16
1333;30,82;62395;34;999,17
1334;30,82;62119;34;999,16
1335;30,82;62442;34;999,16
1336;30,82;62211;34;999,16
1337;30,82;62488;34;999,16
1338;30,81;62349;34;999,16
1339;30,82;62303;34;999,17
1340;30,82;62257;34;999,16
1341;30,82;62909;34;999,16
1342;30,82;62395;34;999,16
1343;30,82;62581;34;999,17
1344;30,82;62675;34;999,17
1345;30,83;62581;34;999,17
1346;30,83;62581;34;999,2
1347;30,83;62211;34;999,2
1348;30,83;62303;34;999,2
1349;30,82;62721;34;999,16
1350;30,82;62442;34;999,17
1351;30,82;62442;34;999,16
1352;30,82;62768;34;999,16
1353;30,82;62628;34;999,16
1354;30,83;62862;34;999,17
1355;30,83;63051;34;999,17
1356;30,83;62488;34;999,17
1357;30,83;62815;34;999,17
1358;30,83;62488;34;999,17
1359;30,83;62628;34;999,17
1360;30,83;62581;34;999,17
1361;30,83;62395;34;999,16
1362;30,82;62395;34;999,13
1363;30,83;62257;34;999,17
1364;30,83;62581;34;999,17
1365;30,83;63193;34;999,16
1366;30,83;62535;34;999,16
1367;30,83;62956;34;999,13
1368;30,82;63051;34;999,09
1369;30,83;62628;34;999,13
1370;30,83;62721;34;999,12
1371;30,83;62815;34;999,12
1372;30,83;62257;34;999,12
1373;30,83;62721;34;999,12
1374;30,82;62675;34;999,09
1375;30,83;62628;34;999,16
1376;30,83;62862;34;999,16
1377;30,83;62349;34;999,16
1378;30,83;62862;34;999,13
1379;30,83;62815;34;999,16
1380;30,83;62768;34;999,16
1381;30,83;62349;34;999,16
1382;30,83;63431;34;999,16
1383;30,83;62349;34;999,17
1384;30,83;63098;34;999,2
1385;30,84;62581;34;999,2
1386;30,84;62956;34;999,2
1387;30,83;63193;34;999,2
1388;30,84;62862;34;999,2
1389;30,84;62909;34;999,17
1390;30,84;63193;34;999,2
1391;30,84;63672;34;999,17
1392;30,84;63098;34;999,2
1393;30,83;62956;34;999,17
1394;30,83;62909;34;999,17
1395;30,84;63004;34;999,16
1396;30,84;62675;34;999,16
1397;30,84;63288;34;999,16
1398;30,84;62862;34;999,16
1399;30,83;62956;34;999,16
1400;30,84;63288;34;999,16
1401;30,84;63288;34;999,17
1402;30,84;63004;34;999,16
1403;30,84;63527;34;999,16
1404;30,84;63384;34;999,17
1405;30,84;63672;34;999,17
1406;30,84;62675;34;999,17
1407;30,84;63098;34;999,17
1408;30,84;62721;34;999,21
1409;30,84;63241;34;999,17
1410;30,84;63004;34;999,17
1411;30,84;63004;34;999,16
1412;30,84;63146;34;999,17
1413;30,85;63241;34;999,17
1414;30,85;63336;34;999,17
1415;30,85;63241;34;999,17
1416;30,85;63624;34;999,16
1417;30,85;63288;34;999,16
1418;30,84;63575;34;999,16
1419;30,85;63288;34;999,16
1420;30,85;63384;34;999,16
1421;30,84;63051;34;999,16
1422;30,85;63479;34;999,17
1423;30,84;63384;34;999,13
1424;30,85;63146;34;999,16
1425;30,85;63384;34;999,17
1426;30,85;63384;34;999,16
1427;30,85;63624;34;999,17
1428;30,85;63004;34;999,17
1429;30,85;63624;34;999,2
1430;30,85;63479;34;999,2
1431;30,86;63146;34;999,2
1432;30,85;63431;34;999,2
1433;30,85;64060;34;999,2
1434;30,85;63672;34;999,2
1435;30,85;63479;34;999,2
1436;30,85;63384;34;999,2
1437;30,85;63527;34;999,2
1438;30,85;63527;34;999,2
1439;30,85;63431;34;999,2
1440;30,85;63672;34;999,2
1441;30,86;63431;34;999,2
1442;30,86;63720;34;999,2
1443;30,86;63575;34;999,17
1444;30,86;63336;34;999,2
1445;30,86;63672;34;999,2
1446;30,86;63527;34;999,17
1447;30,85;63720;34;999,17
1448;30,85;63817;34;999,17
1449;30,86;63336;34;999,17
1450;30,85;63527;34;999,16
1451;30,86;63624;34;999,16
1452;30,86;63575;34;999,17
1453;30,86;63865;34;999,16
1454;30,86;63672;34;999,16
1455;30,86;63575;34;999,16
1456;30,86;63768;34;999,16
1457;30,86;63768;34;999,13
1458;30,86;64011;34;999,13
1459;30,85;63384;34;999,16
1460;30,85;63720;34;999,16
1461;30,86;63914;34;999,13
1462;30,86;63914;34;999,13
1463;30,86;64060;34;999,13
1464;30,86;64256;34;999,13
1465;30,86;64158;34;999,13
1466;30,87;64060;34;999,13
1467;30,86;63768;34;999,13
1468;30,86;63865;34;999,13
1469;30,86;63962;34;999,12
1470;30,86;63241;34;999,12
1471;30,85;63672;34;999,12
1472;30,86;63817;34;999,13
1473;30,86;63962;34;999,13
1474;30,86;64060;34;999,12
1475;30,86;64011;34;999,12
1476;30,86;63914;34;999,12
1477;30,86;63914;34;999,13
1478;30,86;64305;34;999,17
1479;30,87;64158;34;999,17
1480;30,86;64256;34;999,13
1481;30,86;63768;34;999,12
1482;30,86;64060;34;999,12
1483;30,86;64602;34;999,12
1484;30,86;64851;34;999,13
1485;30,86;63962;34;999,13
1486;30,86;63962;34;999,13
1487;30,87;64011;34;999,2
1488;30,86;64011;34;999,16
1489;30,87;64207;34;999,13
1490;30,86;64060;34;999,13
1491;30,86;63575;34;999,16
1492;30,86;64801;34;999,21
1493;30,86;64354;34;999,13
1494;30,86;64602;34;999,16
1495;30,85;63962;34;999,17
1496;30,86;63865;34;999,21
1497;30,86;64011;34;999,17
1498;30,87;64305;34;999,21
1499;30,87;64207;34;999,21
1500;30,86;64453;34;999,16
1501;30,86;64011;34;999,16
1502;30,86;63817;34;999,17
1503;30,86;64651;34;999,17
1504;30,87;63865;34;999,17
1505;30,87;64256;34;999,23
1506;30,87;64207;34;999,23
1507;30,86;64453;34;999,17
1508;30,87;64453;34;999,23
1509;30,86;64011;34;999,17
1510;30,87;64502;34;999,23
1511;30,87;64404;34;999,23
1512;30,87;64256;34;999,26
1513;30,87;64552;34;999,23
1514;30,86;64256;34;999,17
1515;30,86;64502;34;999,17
1516;30,86;64951;34;999,17
1517;30,87;63962;34;999,23
1518;30,87;64751;34;999,2
1519;30,86;64354;34;999,16
1520;30,87;64801;34;999,2
1521;30,86;64305;34;999,13
1522;30,87;64354;34;999,2
1523;30,86;64404;34;999,13
1524;30,87;64801;34;999,2
1525;30,87;64011;34;999,2
1526;30,86;64404;34;999,13
1527;30,86;64453;34;999,13
1528;30,86;64951;34;999,13
1529;30,86;64552;34;999,12
1530;30,86;64453;34;999,17
1531;30,87;63672;34;999,17
1532;30,86;64502;34;999,17
1533;30,87;64651;34;999,2
1534;30,87;64951;34;999,2
1535;30,87;64404;34;999,2
1536;30,87;64651;34;999,16
1537;30,87;64801;34;999,12
1538;30,86;64951;34;999,17
1539;30,86;64453;34;999,12
1540;30,87;64751;34;999,12
1541;30,86;65102;34;999,16
1542;30,87;65102;34;999,16
1543;30,86;64801;34;999,13
1544;30,86;64552;34;999,08
1545;30,86;65102;34;999,08
1546;30,86;64701;34;999,08
1547;30,86;64851;34;999,06
1548;30,87;64801;34;999,13
1549;30,87;64701;34;999,13
1550;30,87;64602;34;999,12
1551;30,87;64851;34;999,12
1552;30,87;64851;34;999,12
1553;30,87;64701;34;999,12
1554;30,87;64701;34;999,12
1555;30,87;65406;34;999,12
1556;30,86;64552;34;999,06
1557;30,86;64801;34;999,12
1558;30,86;65001;34;999,12
1559;30,87;65153;34;999,12
1560;30,87;64901;34;999,13
1561;30,86;65254;34;999,13
1562;30,87;65102;34;999,08
1563;30,87;64951;34;999,13
1564;30,87;64207;34;999,13
1565;30,87;64552;34;999,12
1566;30,87;65052;34;999,12
1567;30,87;64951;34;999,08
1568;30,86;64651;34;999,06
1569;30,86;65203;34;999,09
1570;30,86;64751;34;999,06
1571;30,86;65052;34;999,06
1572;30,86;65102;34;999,13
1573;30,87;65052;34;999,08
1574;30,86;65203;34;999,08
1575;30,87;65457;34;999,09
1576;30,87;65662;34;999,08
1577;30,86;64502;34;999,06
1578;30,86;64751;34;999,12
1579;30,87;64951;34;999,12
1580;30,86;65304;34;999,08
1581;30,86;65001;34;999,08
1582;30,86;65052;34;999,08
1583;30,86;64751;34;999,06
1584;30,87;64701;34;999,06
1585;30,86;65610;34;999,08
1586;30,86;64801;34;999,08
1587;30,86;65254;34;999,08
1588;30,86;64951;34;999,09
1589;30,86;65153;34;999,09
1590;30,86;64901;34;999,08
1591;30,86;64552;34;999,08
1592;30,85;64951;34;999,08
1593;30,86;65254;34;999,08
1594;30,86;65355;34;999,08
1595;30,86;65713;34;999,08
1596;30,86;65304;34;999,09
1597;30,86;64951;34;999,09
1598;30,86;65153;34;999,09
1599;30,86;64951;34;999,08
1600;30,86;65508;34;999,08
1601;30,86;65610;34;999,08
1602;30,86;65052;34;999,12
1603;30,86;64951;34;999,08
1604;30,86;65203;34;999,06
1605;30,86;65102;34;999,06
1606;30,87;65052;34;999,12
1607;30,86;65508;34;999,08
1608;30,86;65203;34;999,08
1609;30,86;65406;34;999,08
1610;30,86;65764;34;999,08
1611;30,86;65203;34;999,09
1612;30,86;65102;34;999,09
1613;30,86;64801;34;999,16
1614;30,87;65001;34;999,08
1615;30,86;66023;34;999,09
1616;30,85;65254;34;999,09
1617;30,85;65102;34;999,09
1618;30,86;65713;34;999,08
1619;30,86;65254;34;999,08
1620;30,86;65457;34;999,08
1621;30,86;65102;34;999,08
1622;30,86;65153;34;999,08
1623;30,86;65001;34;999,08
1624;30,86;65203;34;999,06
1625;30,86;65102;34;999,08
1626;30,86;65304;34;999,08
1627;30,86;65406;34;999,09
1628;30,86;65355;34;999,09
1629;30,86;65508;34;999,12
1630;30,86;65304;34;999,12
1631;30,86;64801;34;999,12
1632;30,86;65102;34;999,13
1633;30,86;65662;34;999,13
1634;30,86;65610;34;999,13
1635;30,86;65355;34;999,12
1636;30,86;65816;34;999,13
1637;30,86;65406;34;999,13
1638;30,86;65304;34;999,13
1639;30,86;66440;34;999,16
1640;30,85;65304;34;999,13
1641;30,86;65559;34;999,16
1642;30,86;65662;34;999,16
1643;30,86;65919;34;999,17
1644;30,86;65355;34;999,16
1645;30,86;65713;34;999,16
1646;30,86;65508;34;999,16
1647;30,85;65919;34;999,16
1648;30,85;65919;34;999,16
1649;30,86;65254;34;999,16
1650;30,86;65559;34;999,16
1651;30,86;65610;34;999,16
1652;30,86;65559;34;999,16
1653;30,86;65355;34;999,16
1654;30,86;65713;34;999,16
1655;30,86;65559;34;999,16
1656;30,86;65610;34;999,16
1657;30,86;65457;34;999,13
1658;30,86;65508;34;999,13
1659;30,86;65764;34;999,13
1660;30,86;66074;34;999,13
1661;30,86;65052;34;999,12
1662;30,86;65052;34;999,12
1663;30,86;65457;34;999,09
1664;30,86;65304;34;999,09
1665;30,85;65971;34;999,09
1666;30,85;65713;34;999,09
1667;30,86;65764;34;999,12
1668;30,85;65816;34;999,12
1669;30,85;65610;34;999,12
1670;30,85;65662;34;999,12
1671;30,86;65153;34;999,12
1672;30,86;65764;34;999,09
1673;30,86;65867;34;999,12
1674;30,86;65153;34;999,12
1675;30,85;65816;34;999,12
1676;30,85;65816;34;999,09
1677;30,86;65662;34;999,12
1678;30,86;65713;34;999,09
1679;30,85;65971;34;999,12
1680;30,85;65971;34;999,12
1681;30,85;65919;34;999,12
1682;30,85;66231;34;999,12
1683;30,85;65662;34;999,13
1684;30,86;65764;34;999,13
1685;30,86;66023;34;999,12
1686;30,85;65816;34;999,12
1687;30,86;66126;34;999,13
1688;30,86;65867;34;999,13
1689;30,85;66283;34;999,12
1690;30,85;65764;34;999,13
1691;30,85;66179;34;999,13
1692;30,85;65867;34;999,13
1693;30,86;66074;34;999,13
1694;30,85;66283;34;999,13
1695;30,85;65764;34;999,13
1696;30,86;65610;34;999,13
1697;30,86;65867;34;999,16
1698;30,85;65867;34;999,16
1699;30,86;66074;34;999,16
1700;30,86;65816;34;999,16
1701;30,85;66704;34;999,16
1702;30,85;65816;34;999,16
1703;30,86;66023;34;999,13
1704;30,86;66074;34;999,13
1705;30,85;66335;34;999,12
1706;30,86;65971;34;999,13
1707;30,86;66283;34;999,13
1708;30,85;66545;34;999,09
1709;30,85;66493;34;999,08
1710;30,85;66074;34;999,08
1711;30,86;66179;34;999,09
1712;30,85;66545;34;999,09
1713;30,85;66651;34;999,09
1714;30,86;66126;34;999,09
1715;30,86;65559;34;999,08
1716;30,86;66493;34;999,12
1717;30,86;66493;34;999,12
1718;30,86;66440;34;999,12
1719;30,86;66757;34;999,12
1720;30,85;66231;34;999,12
1721;30,86;66651;34;999,12
1722;30,85;66283;34;999,12
1723;30,86;66704;34;999,12
1724;30,86;66598;34;999,12
1725;30,85;66231;34;999,12
1726;30,85;66231;34;999,09
1727;30,86;67076;34;999,12
1728;30,86;66388;34;999,09
1729;30,86;66757;34;999,12
1730;30,86;66231;34;999,09
1731;30,86;66283;34;999,09
1732;30,86;66440;34;999,12
1733;30,85;66651;34;999,12
1734;30,86;67023;34;999,12
1735;30,86;66388;34;999,12
1736;30,87;66704;34;999,13
1737;30,85;66335;34;999,12
1738;30,86;66704;34;999,13
1739;30,86;66545;34;999,12
1740;30,86;66179;34;999,13
1741;30,86;66493;34;999,13
1742;30,86;66493;34;999,17
1743;30,86;66388;34;999,12
1744;30,86;66651;34;999,13
1745;30,86;66283;34;999,13
1746;30,86;66231;34;999,12
1747;30,86;66231;34;999,12
1748;30,87;66440;34;999,12
1749;30,85;66545;34;999,12
1750;30,85;66545;34;999,12
1751;30,86;66598;34;999,13
1752;30,86;66493;34;999,12
1753;30,86;66810;34;999,12
1754;30,86;66493;34;999,12
1755;30,86;66810;34;999,12
1756;30,86;66493;34;999,13
1757;30,87;66863;34;999,12
1758;30,87;66810;34;999,17
1759;30,86;66970;34;999,12
1760;30,86;66074;34;999,12
1761;30,85;66335;34;999,12
1762;30,86;67453;34;999,13
1763;30,86;66757;34;999,13
1764;30,86;66916;34;999,13
1765;30,86;66493;34;999,13
1766;30,86;66651;34;999,13
1767;30,86;66970;34;999,12
1768;30,86;66810;34;999,13
1769;30,86;66651;34;999,12
1770;30,86;66704;34;999,13
1771;30,86;66916;34;999,13
1772;30,87;66598;34;999,13
1773;30,85;66916;34;999,13
1774;30,86;66810;34;999,13
1775;30,86;66651;34;999,13
1776;30,86;66651;34;999,13
1777;30,87;67076;34;999,2
1778;30,86;66757;34;999,13
1779;30,86;66863;34;999,2
1780;30,86;66863;34;999,2
1781;30,87;66970;34;999,2
1782;30,86;66916;34;999,13
1783;30,87;66916;34;999,17
1784;30,86;66704;34;999,17
1785;30,85;66598;34;999,13
1786;30,87;67076;34;999,16
1787;30,86;66810;34;999,16
1788;30,87;66757;34;999,2
1789;30,87;67184;34;999,21
1790;30,87;66810;34;999,2
1791;30,87;66810;34;999,21
1792;30,86;66757;34;999,13
1793;30,87;67453;34;999,21
1794;30,87;67130;34;999,17
1795;30,87;67023;34;999,21
1796;30,86;66863;34;999,16
1797;30,86;67130;34;999,16
1798;30,86;66916;34;999,21
1799;30,87;67725;34;999,21
1800;30,87;67399;34;999,21
1801;30,86;66440;34;999,17
1802;30,86;66863;34;999,21
1803;30,87;67184;34;999,16
1804;30,87;66916;34;999,21
1805;30,87;66598;34;999,21
1806;30,87;67399;34;999,21
1807;30,87;66598;34;999,21
1808;30,87;67076;34;999,23
1809;30,86;67237;34;999,16
1810;30,87;67562;34;999,21
1811;30,87;67291;34;999,21
1812;30,87;67184;34;999,21
1813;30,87;67616;34;999,21
1814;30,87;67237;34;999,2
1815;30,87;67076;34;999,21
1816;30,87;67237;34;999,21
1817;30,87;67076;34;999,21
1818;30,87;67184;34;999,21
1819;30,87;67076;34;999,21
1820;30,87;67130;34;999,21
1821;30,87;67184;34;999,21
1822;30,87;67399;34;999,21
1823;30,87;67399;34;999,23
1824;30,87;67237;34;999,23
1825;30,87;67023;34;999,23
1826;30,87;67345;34;999,23
1827;30,87;67291;34;999,21
1828;30,87;67345;34;999,21
1829;30,87;67184;34;999,21
1830;30,87;67345;34;999,21
1831;30,87;67453;34;999,23
1832;30,87;67237;34;999,2
1833;30,87;67399;34;999,21
1834;30,87;67345;34;999,21
1835;30,87;66916;34;999,21
1836;30,87;67291;34;999,23
1837;30,87;67291;34;999,21
1838;30,87;67237;34;999,21
1839;30,88;67616;34;999,21
1840;30,88;67507;34;999,21
1841;30,87;67507;34;999,21
1842;30,87;67345;34;999,21
1843;30,88;67345;34;999,21
1844;30,88;67184;34;999,21
1845;30,87;67345;34;999,21
1846;30,88;67399;34;999,21
1847;30,87;67345;34;999,21
1848;30,87;67237;34;999,21
1849;30,87;67453;34;999,2
1850;30,87;67184;34;999,2
